Funcs_109_13.Functions.Fire.FireForHeadPS.MPSAOfMNSPNSCrossPanelRoomAtHeadPS	Alm.AlmAllStop.AlarmFirePanels
Funcs_109_13.Functions.Fire.FireForMainPS.BlockBoxOfOperatingOilMeteringBlockAtMainPS	Alm.AlmAllStop.AlarmFireOBIK
Funcs_109_13.Functions.Fire.FireForMainPS.MainPumpRoomAtMainPS	Alm.AlmAllStop.AlarmFire
Funcs_109_13.Functions.Fire.FireForMainPS.OilMeteringRoomAtMainPS	Alm.AlmAllStop.AlarmFireBIK
Funcs_109_13.Functions.Fire.FireForMainPS.MNSZElectricRoomAtMainPS	Alm.AlmAllStop.AlarmFireMPR
Funcs_109_13.Functions.Fire.FireForMainPS.PressureRegulatorsRoomAtMainPS	Alm.AlmAllStop.AlarmFireSAR
Funcs_109_13.Functions.Fire.FireForMainPS.PressureSurgeSystemRoomAtMainPS	Alm.AlmAllStop.AlarmFireSSVD
Funcs_109_13.Functions.Fire.FireForMainPS.SeparateOilRoomAtMainPS	Alm.AlmAllStop.AlarmFireLubr
Funcs_109_13.Functions.PumpingStations.AirPressure.CriticalMinAirPressureAtDirectDriveConnectionCameraOfMainPS	Alm.AlmAllStop.AlarmMinPAirBpv
Funcs_109_13.Functions.PumpingStations.ConnectionLoss.ConnectionLossOfMainPSAutomaticsSystemWithCentralAutomaticSystemAtMainPS	Alm.AlmAllStop.AlarmOfflineCSPA
Funcs_109_13.Functions.PumpingStations.ConnectionLoss.ConnectionLossOfMainPSAutomaticsSystemWithConnectionDeviceAtMainPS	Alm.AlmAllStop.AlarmOfflineUSO
Funcs_109_13.Functions.PumpingStations.ConnectionLoss.ConnectionLossOfMNSPNSTankFarmAutomaticsSystemWithCentralAutomaticSystemAtHeadPS	Alm.AlmAllStop.AlarmOfflineDP
Funcs_109_13.Functions.PumpingStations.ConnectionLoss.ConnectionLossOfPNSTankFarmAutomaticsSystemWithConnectionDeviceAtHeadPS	Alm.AlmAllStop.AlarmOfflineUSOPNS
Funcs_109_13.Functions.PumpingStations.ConnectionLoss.ConnectionLossOfPNSTankFarmAutomaticsSystemWithCentralAutomaticSystemAtHeadPS	Alm.AlmAllStop.AlarmOfflineCSPAPNS
Funcs_109_13.Functions.PumpingStations.Flooding.CriticalMaxFloodingLevelOfBlockBoxOfHeadPS	Alm.AlmAllStop.AlarmSink
Funcs_109_13.Functions.PumpingStations.Flooding.CriticalMaxFloodingLevelOfMainPSOilSystem	Alm.AlmAllStop.AlarmSinkMPR
Funcs_109_13.Functions.PumpingStations.Flooding.CriticalMaxFloodingLevelOfMainPSPumpRoom	Alm.AlmAllStop.AlarmSinkPNS
Funcs_109_13.Functions.PumpingStations.Gas.CriticalGasLevelAtPumpRoomOfMainPS	Alm.AlmAllStop.AlarmGasPNS
Funcs_109_13.Functions.PumpingStations.Gas.CriticalGasLevelAtSeparateOilSystemRoomOfMainPS	Alm.AlmAllStop.AlarmGasMPR
Funcs_109_13.Functions.PumpingStations.Gas.FalseGasLevelMeasurementAtSeparateOilSystemRoomOfMainPS	Alm.AlmAllStop.AlarmFailGasMPR
Funcs_109_13.Functions.PumpingStations.Gas.RemainingOfHighGasLevelAtPumpRoomOfMainPS	Alm.AlmAllStop.AlarmLongGas
Funcs_109_13.Functions.PumpingStations.Gas.RemainingOfHighGasLevelAtSeparateOilSystemRoomOfMainPS	Alm.AlmAllStop.AlarmLongGasMPR
Funcs_109_13.Functions.PumpingStations.LeakageContainer.CriticalMaxLevelOfLeakageContainerAtMNSOfMainPS	Alm.AlmAllStop.AlarmMaxLevelESU
Funcs_109_13.Functions.PumpingStations.LeakageContainer.MaxLevelAtLeakageContainer	Alm.AlmAllStop.AlarmMaxLevelESUPNS
Funcs_109_13.Functions.PumpingStations.OilSystem.OilLevel.CriticalMaxOilLevelAtOilTanksOfOilSystemAtMainPS	Alm.AlmAllStop.AlarmMaxLevelLubr
Funcs_109_13.Functions.PumpingStations.OilSystem.OilLevel.CriticalMinOilLevelAtAccumulationContainerOfOilSystemAtMainPS	Alm.AlmAllStop.AlarmMaxLevelLubrAcc
Funcs_109_13.Functions.PumpingStations.OilSystem.OilPumps.OilPumpsOfOilSystemOfMainPSAreNotWorking	Alm.AlmAllStop.AlarmLubrStop
Funcs_109_13.Functions.PumpingStations.OilSystem.OilLevel.MinOilLevelInOilTanksOfOilSystem	Alm.AlmAllStop.AlarmMinLevelLubrAcc
Funcs_109_13.Functions.PumpingStations.OilSystem.OilTemperature.MaxOilTemperatureOfOilSystem	Alm.AlmAll.MaxTLubr
Funcs_109_13.Functions.PumpingStations.Pressure.FalsePressureMeasurementAtOilExtractionObjectConnection	Alm.AlmAll.MaxFailPconn
Funcs_109_13.Functions.PumpingStations.Pressure.MaxByPassPressureThroughStoppedPS	Alm.AlmAll.MaxPpass
Funcs_109_13.Functions.PumpingStations.Pressure.MaxPressureAtOilExtractionObjectConnection	Alm.AlmAll.MaxPconn
Funcs_109_13.Functions.PumpingStations.Pressure.MaxPressureDifferenceAtOilFilter	Alm.AlmAll.MaxDeltaPFGU
Funcs_109_13.Functions.PumpingStations.Pressure.MinPressureDifferenceAtOilFilter	Alm.AlmAll.MinDeltaPFGU
Funcs_109_13.Functions.PumpingStations.PressureSurgeSystem.MaxLevelAtPressureSurgeSystem	Alm.AlmAllStop.AlarmMaxLevelESUSSVD
Funcs_109_13.Functions.PumpingStations.Ventilation.BoosterVentilatorsAtElectricRoomOfMainPSAreNotWorking	Alm.AlmAllStop.AlarmVentPodpEZ
